Ensembl.ID	Mouse.Brain.RP.R1	Mouse.Brain.RP.R2	Mouse.Brain.RP.R3	Mouse.Liver.RP.R1	Mouse.Liver.RP.R2	Mouse.Liver.RP.R3	Mouse.Testis.RP.R1	Mouse.Testis.RP.R2	Mouse.Testis.RP.R3	Opossum.Brain.RP.R1	Opossum.Brain.RP.R2	Opossum.Brain.RP.R3	Opossum.Liver.RP.R1	Opossum.Liver.RP.R2	Opossum.Liver.RP.R3	Opossum.Testis.RP.R1	Opossum.Testis.RP.R2	Opossum.Testis.RP.R3	Mouse.Brain.TR.R1	Mouse.Brain.TR.R2	Mouse.Brain.TR.R3	Mouse.Liver.TR.R1	Mouse.Liver.TR.R2	Mouse.Liver.TR.R3	Mouse.Testis.TR.R1	Mouse.Testis.TR.R2	Mouse.Testis.TR.R3	Opossum.Brain.TR.R1	Opossum.Brain.TR.R2	Opossum.Brain.TR.R3	Opossum.Liver.TR.R1	Opossum.Liver.TR.R2	Opossum.Liver.TR.R3	Opossum.Testis.TR.R1	Opossum.Testis.TR.R2	Opossum.Testis.TR.R3
ENSMUSG00000001027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027168	3.7786	4.2748	2.923	0	0	0	0	0	0	3.3525	6.1684	6.3117	0	0	0	0	0	0	4.5044	4.4314	3.7556	0	0	0	0	0	0	7.8241	4.8172	5.6783	0	0	0	0	0	0
ENSMUSG00000041199	29.6354	25.3004	32.6826	1.2878	2.9459	3.1191	4.4134	3.5817	3.7925	4.8599	3.6648	4.6327	21.4147	16.7378	11.6936	0.6691	1.2368	1.2602	14.4622	22.9468	21.5933	2.6262	1.9532	2.5252	1.6822	2.1496	1.3629	5.2926	3.7892	4.0167	13.4279	13.0199	11.7064	0.4735	0.3822	0.3438
ENSMUSG00000020282	1.6883	1.4022	1.2852	2.3682	2.3158	1.5412	3.5515	1.9591	1.5115	47.3097	55.167	53.1338	53.1389	91.2486	69.7297	5.2192	3.5734	6.4694	3.8536	5.3733	3.9052	4.7561	5.4383	4.9313	3.1903	1.5709	2.1773	36.4456	25.6647	28.4041	48.2332	32.2166	28.7286	7.3049	6.4649	7.9656
ENSMUSG00000024188	94.0712	96.0875	82.5827	77.0907	32.3479	54.4573	31.9355	33.8813	33.7244	29.2285	55.7226	44.8577	31.9099	33.5689	22.5364	47.8747	58.9872	79.0037	72.1403	70.4204	65.9177	38.7702	33.7023	40.6022	32.6251	28.3845	32.8917	57.2527	61.246	65.6451	19.7958	32.0897	24.7211	33.6851	26.3551	33.6905
ENSMUSG00000015126	13.6996	10.9581	17.2836	26.0327	21.4003	18.1918	12.8788	13.2831	14.4191	27.2564	29.4017	27.4968	46.27	41.9801	50.4214	26.2184	27.2512	31.7884	13.9734	15.86	17.133	18.6627	24.8154	21.6878	13.1738	19.6352	17.2069	24.725	20.059	21.5398	34.395	29.6433	33.8912	30.5679	28.5894	24.7743
ENSMUSG00000025728	18.9055	14.9668	16.881	10.0088	12.1725	7.4892	5.3883	2.4957	2.7072	7.1887	8.9816	8.9432	20.0762	18.5807	19.4068	5.0686	5.076	6.7975	16.7648	18.2038	19.2089	26.551	22.3377	26.6393	4.5689	3.8308	2.954	8.0541	8.7561	10.0262	28.5762	24.0189	20.8378	10.0156	8.9596	11.6158
ENSMUSG00000002249	0	0	0	2.46	7.9721	4.1827	0	0	0	0.883	0.4821	0.5392	2.7204	1.6804	4.4127	40.8942	41.3048	48.4177	0	0	0	6.3305	4.3608	5.9348	0	0	0	0.7318	0.895	1.0068	4.2549	2.7553	2.8133	83.0511	81.801	84.3908
ENSMUSG00000038175	13.9294	14.5985	13.967	16.4296	19.264	8.9586	5.368	2.0766	3.1541	13.145	14.8004	12.5883	19.8411	23.9241	19.4302	29.4292	26.2346	21.6391	9.7098	13.1285	12.6267	14.1601	13.7496	10.8773	2.5388	2.019	1.3775	13.9958	13.9559	11.4352	17.9798	23.5362	18.6789	19.4892	19.0467	13.4272
ENSMUSG00000014769	253.9142	267.5337	270.1147	494.0245	583.853	572.2413	230.8701	231.5143	209.341	198.2095	175.0408	218.6921	376.2298	379.24	384.6253	186.0908	193.7363	147.4943	191.3066	207.1476	231.6711	271.1583	397.2884	362.026	163.2415	191.4644	178.5416	114.2457	126.8953	139.9468	285.169	264.4544	248.7883	146.1085	142.1853	123.2176
ENSMUSG00000038518	7.6515	7.9522	7.8096	6.04	6.6112	5.8422	16.6074	19.9037	18.6019	6.3968	8.6696	8.8028	19.2638	10.7306	13.3961	18.8351	19.391	18.3796	11.0863	12.1739	10.6443	10.4451	9.5779	8.403	10.8972	11.8842	12.2516	19.9081	24.0917	34.1378	35.6668	28.9991	26.3074	37.6108	37.0586	39.7818
ENSMUSG00000031292	48.0835	75.1514	73.7618	3.8124	2.3527	3.6078	6.2004	9.7333	11.2448	89.5122	73.8329	82.6202	3.5342	2.5572	2.9031	36.4743	36.0904	34.1372	39.2244	50.3099	48.6076	4.4744	2.8077	4.866	6.1632	7	7.6233	100.6099	88.0362	97.5721	6.4567	5.7715	7.6908	98.8021	106.8706	106.9018
ENSMUSG00000016179	31.3123	26.9224	31.7764	0	0	0	0.9038	1.3605	0.9743	32.8438	18.9744	16.4616	0	0	0	0	0	0	15.0537	16.0776	16.5951	0	0	0	1.6842	1.6567	1.5851	22.8688	17.0014	13.8106	0	0	0	0	0	0
ENSMUSG00000029063	23.7243	19.1673	19.1221	178.2771	87.4134	86.4912	40.924	30.311	28.2314	10.306	11.5486	11.8038	107.6972	90.6349	94.4945	30.3015	25.8285	30.5912	31.7135	37.7393	42.3463	305.8978	204.0401	183.9695	53.1293	51.1152	48.909	20.529	27.6864	25.4131	114.0403	97.3027	123.7413	35.1375	43.3271	43.7239
ENSMUSG00000025927	1.6171	0.6412	1.1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7132	0.4309	0.5946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042596	0.7573	0.5449	1.0113	0	0	0	0	0	0	1.3556	2.5705	2.6933	0	0	0	0	0	0	0.9351	0.3984	1.0702	0	0	0	0	0	0	3.5985	8.3014	5.5735	0	0	0	0	0	0
ENSMUSG00000018001	15.2452	19.6366	20.5253	5.7329	7.3482	5.1595	35.5418	35.9138	36.1665	27.3058	26.8697	31.996	12.437	8.5294	15.4212	19.5663	17.59	19.0315	20.6138	29.3146	27.9566	5.5988	9.9481	7.6896	41.7336	48.0435	48.7958	40.1545	29.0315	31.3403	15.0786	13.5941	18.7407	15.4986	13.3959	14.2475
ENSMUSG00000020859	60.4987	59.6774	52.8424	33.3706	31.5261	36.9186	30.0626	41.2195	42.894	35.4177	39.6283	36.2479	27.1777	32.4479	41.1143	21.2126	22.205	21.7947	158.7989	155.2555	143.2865	70.1934	56.4916	56.2383	61.2463	69.7073	68.7324	87.439	80.065	78.9947	35.7078	40.1284	52.2186	32.0702	30.5991	29.9857
ENSMUSG00000023473	3.4081	2.0463	1.8988	0	0	0	0.2584	0.1556	0	1.5205	1.7668	1.6052	2.0673	1.8478	1.4821	7.0499	7.8017	8.3428	15.6403	16.6855	12.1575	0	0	0	0.1998	0.3473	0	25.392	31.0475	33.0739	2.3171	1.7313	2.0195	12.858	13.5634	14.7018
ENSMUSG00000029695	4.5766	3.2172	2.8257	301.8821	429.4867	372.095	10.1527	6.0547	4.75	2.0961	2.5682	2.8289	753.6076	691.5916	921.8853	50.7123	47.4873	49.9321	3.4918	3.0759	2.7945	242.5541	336.3203	246.6409	5.0075	3.8582	2.8707	2.1924	2.2346	2.5704	470.2825	436.2602	440.2875	25.6747	23.8282	24.9787
ENSMUSG00000032526	90.9661	81.9328	80.6935	143.6183	241.5583	106.47	28.9511	27.4365	22.8572	44.2083	48.9976	50.9941	21.1376	21.9692	20.5712	39.4292	48.4177	56.4454	144.968	157.5646	166.0584	167.6767	206.159	154.5284	31.5478	33.843	38.7095	39.7589	34.7947	35.1623	12.0665	14.8203	12.32	90.154	111.2081	100.0901
ENSMUSG00000020038	12.4298	10.2584	11.3756	13.8521	14.113	14.6336	27.7238	30.7372	32.4167	17.9315	18.6578	14.8494	7.9349	4.4561	6.6066	28.6048	21.7455	23.6795	17.9799	15.4491	18.3698	20.4398	25.5487	24.2652	33.182	39.966	37.1482	20.6548	26.2107	15.7577	10.058	5.7755	9.4716	36.4733	40.4691	34.0804
ENSMUSG00000001911	55.0903	109.8616	79.3962	83.3714	83.1075	46.314	14.4835	9.9507	9.8575	107.1049	56.0983	105.6044	80.8855	88.8004	54.5962	31.6532	31.6511	42.4236	39.1476	80.492	65.9208	82.1898	98.0202	72.6834	6.1046	4.7428	5.1864	134.8443	85.5722	142.3404	61.2547	66.8808	55.2287	14.4065	12.4352	15.0735
ENSMUSG00000013846	8.5372	9.9548	10.7896	73.0698	72.839	74.2961	10.3505	5.1283	4.5152	9.2875	6.9148	9.2845	16.9029	20.4126	18.4553	2.579	0.9342	3.1432	6.0825	8.797	7.0454	121.1195	138.4517	138.1285	3.7517	2.0673	2.248	9.8528	8.5063	11.7775	19.5133	20.7465	20.3598	1.8498	1.1092	2.2832
ENSMUSG00000032855	3.7997	2.4195	1.9896	1.4872	1.5248	1.6793	3.8916	2.8334	2.7979	1.4225	1.9126	1.8375	3.2746	2.9256	1.7387	1.6448	1.0816	2.259	24.9428	26.4269	19.2264	10.3852	11.7407	13.6891	9.3352	6.5225	6.6444	24.5381	33.4857	29.4271	19.6665	15.4581	10.5062	5.1702	4.6727	7.1799
ENSMUSG00000022075	17.5934	19.496	16.925	1.9887	2.8603	2.4912	2.4108	3.3735	2.5954	13.1407	13.3949	15.3247	9.5761	7.5095	8.0056	0.8281	0.7441	1.1748	35.8823	53.4628	44.4299	6.3899	7.44	7.9925	7.4177	9.9579	10.1449	37.7381	44.3973	42.6583	27.4077	25.9221	25.1806	1.1721	1.6051	1.6547
ENSMUSG00000039414	29.378	22.6505	25.1848	9.9528	9.9227	10.3718	15.3561	13.9421	14.6615	34.0632	29.8034	35.201	8.854	8.4021	9.5506	11.9854	11.017	12.5602	33.0869	27.8385	28.9483	13.993	13.5551	14.236	12.5707	11.0532	11.1135	34.2394	35.817	40.5976	12.9064	11.706	10.1651	16.917	15.2921	18.7438
ENSMUSG00000027706	211.878	246.9345	267.1025	552.663	420.5266	632.5205	155.0366	172.6054	162.7667	144.8025	214.1946	177.4786	320.5204	324.3493	432.9121	134.9821	170.8745	147.1048	166.2006	148.2017	158.0381	173.4364	174.2539	170.5343	78.5353	59.1537	57.3125	129.461	76.2554	73.5056	143.2355	109.5207	162.6107	54.039	59.5799	45.1578
ENSMUSG00000039000	35.5857	33.0956	33.4207	23.8293	24.2414	26.8521	20.0621	22.3926	23.4487	18.6333	19.8647	17.8107	14.5162	14.9612	14.0427	14.6644	14.7969	15.8656	71.0215	62.7932	66.2308	50.6991	55.0127	49.8288	81.6654	102.1323	100.5135	19.1649	19.2419	19.1048	25.5768	20.9076	21.3904	38.6412	41.6327	45.8887
ENSMUSG00000016150	15.9598	11.7481	19.6538	0	0	0	0	0	0	19.903	30.2297	16.7807	0	0	0	0	0	0	27.1471	15.544	26.2848	0	0	0	0	0	0	27.3747	47.3809	21.4595	0	0	0	0	0	0
ENSMUSG00000028979	0.0804	0	0	196.8027	288.7571	243.5863	0	0	0	0	0	0	380.5621	353.6454	432.7121	0	0	0	0.2151	0.15	0.4748	168.7147	166.1914	177.4526	0	0	0	0	0	0	216.1569	180.4477	184.1431	0	0	0
ENSMUSG00000019762	1.2576	0.4583	0.712	271.4155	347.9315	192.1769	0	0	0	0	0	0	1085.703	1208.0776	1705.4293	8.9134	10.1633	11.722	0.8412	1.0663	1.4065	144.7073	176.204	152.6631	0	0	0	0	0	0	507.4446	480.9594	708.0227	3.8908	7.3933	4.7617
ENSMUSG00000028878	31.8217	37.7387	38.1961	15.4898	10.7667	15.6526	54.7332	63.6855	74.9905	47.1582	51.4484	46.3224	20.605	25.5444	19.72	18.2026	20.5908	18.6721	21.0193	28.7636	35.6803	12.5064	12.0347	10.6359	142.3784	231.2357	202.6703	31.7393	33.9842	35.7203	17.041	20.6628	20.0549	15.6814	13.9061	16.4894
ENSMUSG00000037318	0.2152	0.575	0	0	0	0	0	0	0	0	0.0541	0.1567	0	0	0	5.5539	6.2162	6.4829	0	0	0	0.3895	0.474	0	0.49	0	0	0.3012	0	0.1913	0	0	0	113.8124	111.0139	95.6982
ENSMUSG00000019868	64.3139	72.277	70.8833	40.0474	43.923	41.7549	29.613	23.7995	26.8074	59.6341	63.3878	61.8353	14.9092	25.7742	28.6542	32.9024	34.8377	28.1363	41.344	37.0383	41.0039	20.2279	18.1113	25.0066	17.7376	15.4979	14.4821	36.9097	35.692	29.8536	12.2377	15.2395	19.3476	14.632	19.2096	11.2038
ENSMUSG00000005373	0.1528	0.1701	0.0576	60.3344	98.5424	31.9325	5.0957	3.812	4.4158	3.8081	3.6153	4.4441	31.7388	29.7115	16.8932	8.1983	7.4741	19.4492	0.1363	0.19	0.0501	137.3225	116.9283	72.129	2.1899	1.6606	1.4228	14.8837	11.1807	16.4091	35.4143	38.204	33.1267	1.9339	2.3085	3.2845
ENSMUSG00000038546	43.8381	55.6359	48.6235	29.1014	30.2807	27.9118	66.6283	87.4205	107.8137	23.7873	26.5318	21.9768	18.5943	13.5905	14.8762	40.2981	40.2436	42.8418	50.6334	54.3659	55.4894	42.0184	44.8881	39.8138	231.4126	308.4171	319.6258	43.622	37.4497	39.2521	25.4783	25.6264	28.401	80.9651	96.2839	92.0275
ENSMUSG00000031986	5.2691	6.2519	6.6167	6.9866	11.3504	9.7471	202.1798	249.7173	256.0527	4.7617	5.4693	5.2085	20.7214	24.2169	24.8224	15.1287	20.4443	15.2567	7.4222	9.0019	10.1452	8.0946	11.4383	7.5824	174.6505	189.9776	189.0414	5.8498	3.5572	4.3444	11.4159	12.1573	12.304	8.6072	8.4846	7.1989
ENSMUSG00000026694	6.5021	5.8139	5.9588	7.5416	7.6553	6.6136	7.1635	6.14	5.6113	9.8976	10.0506	10.5173	22.329	24.6304	28.4894	18.5646	19.7548	21.0843	8.1665	8.6821	7.5732	9.3553	9.7868	8.9437	5.7368	4.6828	5.3388	9.4555	11.0539	13.0582	17.3233	21.1221	21.9944	18.434	19.4137	14.9592
ENSMUSG00000025651	351.5998	277.4926	286.2056	603.7723	688.5321	419.896	307.0175	279.0437	237.4469	338.8978	355.0621	377.8227	562.0727	569.8943	625.5964	107.5976	100.0117	98.9824	261.5018	278.7787	295.8777	510.5729	574.5064	453.2916	407.2469	596.9909	557.9446	158.8703	205.4068	241.9525	467.9961	443.8855	349.3366	106.9905	99.4299	95.0939
ENSMUSG00000032523	17.5976	12.0298	10.0274	0	0	0	2.2296	1.79	1.5945	9.4622	13.4532	22.4809	0	0	0	14.6997	13.7617	18.365	11.2395	10.0142	9.2582	0	0	0	4.7203	6.7834	7.0058	8.9752	9.7577	16.5488	0	0	0	96.9917	88.3525	88.9384
ENSMUSG00000038252	3.0984	3.5526	2.9569	0.8727	0.8319	1.0933	24.9437	28.8584	30.278	3.3333	3.4009	3.3628	11.3362	8.9916	12.2786	27.2223	25.8265	29.403	4.302	4.7398	4.3893	2.0764	0.722	1.4905	32.3857	41.463	35.8005	4.1492	4.4723	5.2517	10.9063	9.9629	8.8846	30.8726	33.2334	34.5142
ENSMUSG00000038271	25.6266	23.9638	20.4027	3.371	3.0789	1.8769	22.043	23.6889	25.3207	7.4898	5.4736	9.261	4.4748	5.175	2.9839	31.9589	35.8259	42.215	22.8814	30.4693	26.7502	5.0121	5.1315	3.4645	38.4193	48.247	48.3871	18.1632	15.3929	21.7061	3.634	4.3841	5.0514	69.1757	63.367	76.8332
ENSMUSG00000021910	115.3622	75.5555	91.3389	10.4335	13.9069	10.368	23.5107	16.986	17.6765	20.6946	22.7609	19.272	15.9312	18.7112	9.4196	7.4647	5.3578	6.545	93.9059	91.1161	94.5131	28.7272	32.1219	33.2677	16.5142	13.5797	11.0105	63.8333	76.4809	92.446	31.8156	31.7636	26.3974	29.2696	29.6329	37.0588
ENSMUSG00000011658	7.2901	5.6197	7.1645	3.4216	7.9714	5.08	12.3908	8.8107	8.3965	13.9322	14.6727	21.3329	21.2187	23.4163	11.4511	11.31	10.7124	16.4875	8.8327	8.8337	8.7026	5.2758	10.1551	7.8747	17.49	20.877	22.4538	62.1057	62.939	82.4851	21.8851	32.4097	23.2876	12.1544	11.0866	15.7148
ENSMUSG00000023274	14.0925	9.2932	10.6801	5.0169	11.0052	10.2752	0	0	0	0.6483	0.5793	0.6986	2.0935	3.1755	1.8288	1.26	0.6868	0.351	6.3338	3.4498	4.514	1.7591	3.5407	5.2885	0	0	0	1.6119	0.6134	0.8871	1.7919	1.9127	1.8976	1.2346	1.1074	0.664
ENSMUSG00000030125	1.0579	0.6105	0.8167	0	0	0	57.7862	127.423	98.2923	5.0484	3.4085	4.5277	0	0	0	16.6222	16.0676	18.55	2.8948	1.9733	2.9341	0	0	0	129.1788	204.2907	219.8674	4.0278	3.9199	6.1883	0	0	0	23.3467	27.7369	24.1368
ENSMUSG00000031264	0.7735	0.3759	0.3782	0	0	0	0	0	0	0.6118	1.3888	1.4311	1.2412	1.1933	1.7313	0	0	0	0.6115	0.2295	0.3807	0	0	0	0	0	0	5.0085	6.151	8.0888	3.4369	2.2624	4.3088	0	0	0
ENSMUSG00000000085	5.6495	5.1868	5.0503	4.0428	2.5689	4.7173	8.2489	8.83	11.9498	6.2404	6.8203	8.6163	2.9819	2.872	4.0803	7.4253	5.5743	8.4795	12.8548	11.7938	11.7981	6.8701	7.0904	6.6182	13.5568	16.4284	15.499	29.0988	31.4201	39.473	12.0325	10.132	12.1919	53.5568	46.1238	48.7034
ENSMUSG00000019843	47.3749	48.3068	54.9168	10.4355	10.3197	7.7641	35.2944	31.119	32.6246	60.4961	57.7357	70.2821	5.4101	5.6157	5.3152	37.3393	33.5159	39.523	57.7275	71.9046	79.1646	15.5684	16.3125	12.6428	31.6498	21.0002	22.3225	122.4542	121.0572	133.7963	10.0346	10.1577	10.0879	95.3822	77.1531	82.7981
ENSMUSG00000015501	18.1544	28.8096	29.8546	0.4231	0.8068	0.7953	0	0	0	34.678	27.2528	33.8517	1.2245	1.2032	1.3387	0	0	0	43.5538	64.9005	50.3155	1.9179	2.553	2.3423	0	0	0	60.5645	51.7456	64.6738	4.4634	4.5875	5.4112	0	0	0
ENSMUSG00000028670	70.363	78.5895	63.9144	87.0274	125.3936	72.0901	27.6348	21.0478	16.3418	64.3954	49.6072	75.4075	97.5321	104.9025	132.3817	34.5875	26.5843	50.0449	23.097	25.0412	27.1867	49.81	49.8107	42.037	6.4164	3.9824	5.8492	59.981	60.2257	67.6911	67.6325	54.0582	58.3205	16.0387	14.9679	17.4597
ENSMUSG00000029016	51.1203	43.7477	41.6469	10.3193	6.3167	5.9332	10.8214	7.9818	6.9595	31.9362	32.2502	38.5211	8.7044	8.066	9.3731	12.0157	10.2242	10.9015	53.1844	51.2066	53.5537	10.3876	7.1345	7.6082	7.2722	4.8188	5.44	32.0444	38.3737	37.7127	10.8015	9.2532	8.5188	11.6696	10.9626	11.9351
ENSMUSG00000020695	4.2619	3.6948	4.1364	0	0	0	0	0	0	5.1652	7.2	5.6472	7.9009	7.3802	7.6334	74.3303	65.7642	83.8814	2.9909	4.2635	3.6345	0	0	0	0	0	0	4.6086	9.2351	7.1594	4.8174	4.866	5.816	20.2348	21.3803	25.763
ENSMUSG00000052026	36.3362	35.9579	41.0428	0	0	0	1.3714	1.6516	2.1715	71.6321	56.7358	59.8752	0	0	0	0	0	0	25.4709	33.1971	32.9116	0	0	0	1.6395	3.1007	3.4104	33.5075	37.4647	36.7209	0	0	0	0	0	0
ENSMUSG00000004931	4.1873	2.5592	2.4273	10.1838	12.0341	7.3892	4.3083	3.9274	3.9693	1.6604	1.9732	1.7548	10.3106	5.2263	5.7748	2.8741	2.3899	4.2361	10.2857	12.7423	10.4923	38.4477	40.8348	45.7726	26.5022	28.059	34.38	4.0355	4.4771	6.6376	15.339	9.6817	8.6517	6.1652	7.9621	6.183
ENSMUSG00000034121	2.269	1.73	1.5481	0	0	0	11.3555	12.0549	12.0419	6.458	6.9824	7.8761	1.6736	1.9182	2.6194	27.4004	26.248	29.4799	2.3739	2.2791	2.2046	0	0	0	10.4058	12.7291	12.3547	6.9837	5.4125	9.4406	1.3178	1.0257	1.5511	118.9044	124.4878	111.7323
ENSMUSG00000032540	13.7478	10.9865	10.0712	81.6204	67.3014	52.345	58.8255	90.557	97.1847	12.4486	12.8507	11.274	34.9692	22.999	31.5017	25.1102	32.3409	25.2968	16.4035	14.7716	15.3587	47.3353	53.5032	37.9363	238.2445	348.2677	344.2643	13.7939	19.5646	15.5316	49.2433	38.8566	34.302	71.3266	72.4643	64.7783
ENSMUSG00000059474	3.919	4.0621	4.9063	5.38	6.9164	7.2624	36.2781	46.5199	50.6144	6.3397	6.7187	6.4007	14.7366	14.0274	12.6142	37.5635	36.6757	27.7825	18.2377	16.5269	17.1339	16.5129	14.3606	12.5824	48.6365	50.6995	50.7777	14.1996	10.9991	16.0807	19.3706	16.9695	18.1418	62.3598	64.4287	56.9066
ENSMUSG00000042298	118.573	164.8505	147.8941	32.9116	28.5541	29.8178	14.3518	14.6016	16.1246	305.1074	271.0004	309.9424	34.6314	31.682	41.653	24.5353	19.1396	26.4899	96.987	106.404	109.3777	30.2274	28.2231	22.2737	12.741	11.035	13.4094	287.808	279.4287	326.1712	30.1217	30.2919	41.4999	35.4702	37.794	39.1738
ENSMUSG00000006498	15.1138	11.6907	14.8996	105.717	134.7826	148.0874	82.0596	70.9833	77.4551	21.1851	24.7349	26.1639	247.26	213.0066	291.6712	165.4268	163.256	145.6984	10.149	11.3264	9.984	64.8493	61.2745	61.3923	30.871	35.1335	33.2541	19.6657	25.3306	23.3025	122.9454	102.3744	143.1414	59.5124	60.79	56.4949
ENSMUSG00000030660	9.0757	6.3591	7.8734	10.984	9.9326	12.8989	23.4717	22.3643	23.7461	6.0731	7.6586	5.9679	8.5373	5.4635	6.6441	21.9752	20.2639	19.7005	29.8706	21.5481	24.7694	25.0635	21.9397	26.5186	39.4733	32.4219	31.0764	15.9922	19.629	16.3918	16.4777	16.9362	14.8484	38.4696	37.5043	35.5441
ENSMUSG00000019929	36.7271	38.9277	78.1157	482.3917	535.2765	507.353	350.1914	155.6035	280.8703	34.6718	28.5357	31.6558	327.1022	233.3967	351.2111	138.2067	90.6492	141.39	18.1748	19.5864	31.2285	322.2382	240.9948	267.4657	118.736	58.6695	73.3614	11.471	11.7142	13.9324	144.5011	90.8543	154.6309	36.7884	23.4671	27.3985
ENSMUSG00000030407	9.7284	7.6243	8.2196	12.2867	16.9442	7.3092	8.4631	5.5422	5.7799	1.9962	1.5413	2.1776	10.1518	10.3104	8.022	6.5588	3.6829	10.537	5.3539	6.274	5.6567	9.798	9.9367	10.8753	5.9334	9.3492	7.7156	9.293	9.7422	8.0414	12.3126	11.4998	11.2911	20.9991	20.9793	23.6896
ENSMUSG00000044066	8.6087	8.8705	9.9243	6.0329	7.0163	5.2186	7.9589	6.6688	6.2558	2.6816	3.7904	4.5829	1.8962	1.8323	1.7159	5.5724	4.2217	6.3812	11.7104	12.7345	12.2977	10.2517	12.365	10.2548	6.974	6.4016	6.8405	7.5525	8.8479	8.7652	2.8951	2.9186	4.2263	10.8885	13.084	14.1818
ENSMUSG00000030917	7.367	5.1925	8.399	2.4405	1.0855	1.3249	13.9394	7.3714	6.7828	29.2028	30.4393	36.0921	12.3922	16.3822	18.0322	71.5379	67.1846	69.1415	7.9655	9.2242	13.8057	1.6589	3.0283	1.0805	17.0649	9.6139	13.8912	29.6339	32.8212	30.2664	20.1976	14.1632	13.7904	188.4482	202.2353	183.9761
ENSMUSG00000031343	59.9067	73.7229	77.2962	0	0	0	0	0	0	50.1452	70.61	42.0952	0	0	0	0	0	0	46.2272	46.1467	53.7861	0	0	0	0	0	0	22.2682	30.2397	23.1398	0	0	0	0	0	0
ENSMUSG00000017146	1.6134	1.7968	4.4453	5.222	1.1849	3.4266	6.1898	6.2867	8.3406	1.0476	1.653	1.2412	0.4623	0.5437	0.4429	10.6943	10.3886	10.668	2.59	1.5047	3.4932	0.8451	0.2571	1.1796	11.6708	10.9784	13.4978	1.9652	2.166	1.8377	0.7722	1.3371	0.9624	47.1042	46.5081	47.4501
ENSMUSG00000047638	0	0	0	213.0393	143.377	159.0432	0	0	0	0	0	0	86.9221	98.2836	117.0003	0	0	0	0	0	0	177.5915	154.3133	148.1324	0	0	0	0	0	0	102.0238	120.5939	122.8092	0	0	0
ENSMUSG00000032349	111.4439	73.8852	81.669	1793.147	1630.2535	800.417	316.604	223.6212	170.281	53.4868	54.9551	60.9894	620.4339	611.0275	1167.6718	382.9897	342.063	329.7778	65.0309	42.7966	51.1666	1377.6023	661.1135	546.7293	126.3779	78.7527	55.3359	18.9392	25.7377	25.3334	346.9598	294.3321	538.6562	148.5422	158.3994	131.4528
ENSMUSG00000024065	59.3252	51.6258	61.9256	106.9571	113.2366	75.0353	6.5943	2.647	4.005	97.1157	71.1861	86.6131	82.9855	67.4598	59.4986	22.2463	22.9632	26.5601	38.5606	48.3333	44.4579	69.191	86.3412	75.7198	4.8743	1.9207	2.4684	79.666	67.8006	85.1653	66.2047	55.0118	38.4491	17.3295	16.3127	17.9908
ENSMUSG00000029119	11.4634	7.3972	9.4741	18.0033	24.8016	14.2742	34.1565	34.1709	33.0427	13.3107	19.1081	15.3441	35.4926	29.2469	31.633	16.3629	16.6961	15.3155	9.0576	8.7689	9.853	27.7357	33.3264	31.9271	37.6089	52.1475	46.6541	11.3542	16.6329	13.8095	24.7861	15.7184	18.9584	12.0015	12.9266	10.212
ENSMUSG00000069072	70.4669	39.5938	57.4905	0	0	0	3.0029	3.0817	2.2838	66.2727	46.2368	56.0048	0	0	0	0	0	0	43.1479	33.8146	43.1016	0	0	0	5.4537	5.0549	5.6542	37.7014	40.3449	40.0769	0	0	0	0	0	0
ENSMUSG00000030681	6.2692	3.8254	4.5589	89.636	59.5314	55.9187	30.176	10.561	9.5996	11.2386	15.693	10.1567	73.6075	59.2158	46.0204	18.9017	19.8389	12.5156	6.2777	5.0244	5.4865	49.0071	51.4746	47.6304	16.7417	7.0615	6.7772	15.7278	18.7705	13.7818	48.804	48.6552	38.3937	11.5957	14.0758	6.3966
ENSMUSG00000028954	73.8763	69.615	70.4125	78.1671	62.9821	62.7596	66.5148	60.6901	56.4164	31.5003	37.9616	34.3307	36.4109	45.3823	49.7618	61.9271	72.9756	67.4596	74.4106	69.0106	75.2635	50.8186	47.003	48.448	110.2498	134.2186	133.2057	50.4258	36.741	40.397	69.7126	83.9361	88.4653	265.2584	276.2668	281.3369
ENSMUSG00000056131	25.5318	19.4747	18.5802	43.6876	32.7559	51.4159	41.6956	30.3752	29.5367	15.0102	18.5952	12.9244	58.4655	51.8343	54.3302	81.5679	87.3541	72.3721	21.8714	14.5181	17.1865	48.5023	22.3361	40.8028	21.4278	15.0705	15.4319	11.7669	13.2892	8.5862	39.8698	34.3284	34.2558	98.8321	102.8525	91.0021
ENSMUSG00000026034	45.2124	41.2146	36.1444	95.4123	23.6167	77.912	19.1699	17.0512	20.3123	14.7074	28.766	16.7806	35.7379	22.6511	41.778	40.8711	47.6137	47.4321	118.5754	94.5451	80.1514	106.1458	74.9511	84.4751	38.696	27.9792	32.2196	43.0992	57.7952	53.9109	42.3749	45.0352	51.8748	59.9623	55.401	57.1414
